=== Minecraft Coder Pack 2.12 ===
*** Compiling Minecraft
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/IRecipe.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ISaveFormat.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ISaveHandler.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/IsoImageBuffer.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/IStatStringFormat.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/IStatType.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemArmor.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemAxe.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemBed.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemBlock.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemBoat.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemBow.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemBucket.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemCloth.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemCoal.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemCookie.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemDoor.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemDye.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemEgg.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemFishingRod.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemFlintAndSteel.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemFood.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemHoe.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/Item.java]]
[parsing completed 16ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemLog.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemMinecart.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemPainting.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemPickaxe.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemRecord.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemRedstone.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemReed.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemRenderer.java]]
[parsing completed 3ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemSaddle.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemSapling.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemSeeds.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemSign.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemSlab.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemSnowball.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemSoup.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemSpade.java]]
[parsing completed 2ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemStack.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemSword.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ItemTool.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/IWorldAccess.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_ArrayNodeContainer.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_ChainedFunctor.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_CompactJsonFormatter.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_FieldNodeContainer.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_Functor.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_InvalidSyntaxException.java]]
[parsing completed 5ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JdomParser.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonArray.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonArrayNodeBuilder.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonArrayNodeSelector.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonConstants.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonElementNodeSelector.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonEscapedString.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonFalseNodeBuilder.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonFieldBuilder.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonFieldNodeSelector.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonFormatter.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonListener.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonListenerToJdomAdapter.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonNodeBuilder.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonNodeBuilders.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonNodeDoesNotMatchChainedJsonNodeSelectorException.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonNodeDoesNotMatchJsonNodeSelectorException.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonNodeDoesNotMatchPathElementsException.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonNodeFactories.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonNode.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonNodeList.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonNodeSelector.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonNodeSelectors.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonNullNodeBuilder.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonNumberNodeBuilder.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonNumberNode.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonObject.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonObjectNodeBuilder.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonObjectNodeList.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonObjectNodeSelector.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonRootNode.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonStringNodeBuilder.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonStringNode.java]]
[parsing completed 7ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonStringNodeSelector.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_JsonTrueNodeBuilder.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_LeafFunctor.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_NodeContainer.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_ObjectNodeContainer.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_PositionTrackingPushbackReader.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_SajParser.java]]
[parsing completed 3ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/J_ThingWithPosition.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/KeyBinding.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/LoadingScreenRenderer.java]]
[parsing completed 7ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MapGenBase.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MapGenCavesHell.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MapGenCaves.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/Material.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MaterialLiquid.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MaterialLogic.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MaterialTransparent.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MathHelper.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MCHashEntry.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MCHash.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/McRegionChunkLoader.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MD5String.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MetadataChunkBlock.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MinecraftAppletImpl.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MinecraftError.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MinecraftException.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/MinecraftImpl.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelBase.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelBed.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelBiped.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelBoat.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelChicken.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelCow.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelCreeper.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelGhast.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelMinecart.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelPig.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelQuadruped.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelRenderer.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelSheep1.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelSheep2.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelSkeleton.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelSlime.java]]
[parsing completed 0ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelSpider.java]]
[parsing completed 1ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelSquid.java]]
[parsing completed 4ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelWolf.java]]
[parsing completed 2ms]
[parsing started RegularFileObject[sources/minecraft/net/minecraft/src/ModelZombie.java]]
